transaction_id,transaction_date,observed_through_date,transaction_amt,product_cd,card_type,card_category,days_to_report_or_censoring,reported_fraud,_true_is_fraud
3088644,2017-12-24,2018-04-17,500.0,R,visa,debit,114.0,0,0
3051581,2017-12-17,2018-04-17,39.5,W,visa,debit,121.0,0,0
3405643,2018-04-02,2018-04-17,27.129,C,mastercard,credit,15.0,0,0
3046538,2017-12-16,2018-04-17,100.0,R,visa,debit,122.0,0,0
3263417,2018-02-16,2018-04-17,117.0,W,mastercard,credit,60.0,0,0
3399767,2018-03-31,2018-04-17,67.95,W,visa,debit,17.0,0,0
3284036,2018-02-23,2018-04-17,505.37,W,visa,credit,53.0,0,0
3058717,2017-12-19,2018-04-17,200.0,R,visa,credit,119.0,0,0
3125515,2018-01-02,2018-04-17,226.0,W,visa,debit,105.0,0,0
3114312,2017-12-30,2018-04-17,54.99,W,visa,credit,108.0,0,0
3222138,2018-02-03,2018-04-17,335.0,W,visa,debit,73.0,0,0
2992300,2017-12-03,2018-04-17,117.0,W,visa,debit,135.0,0,0
3280902,2018-02-22,2018-04-17,42.95,W,visa,debit,54.0,0,0
3320812,2018-03-06,2018-04-17,107.95,W,visa,credit,17.4,1,1
3086761,2017-12-24,2018-04-17,20.405,C,visa,debit,114.0,0,0
3242715,2018-02-09,2018-04-17,171.0,W,mastercard,debit,67.0,0,0
3004577,2017-12-06,2018-04-17,100.0,R,mastercard,debit,132.0,0,0
3359423,2018-03-18,2018-04-17,14.644,C,visa,debit,30.0,0,0
3204177,2018-01-28,2018-04-17,68.95,W,mastercard,debit,79.0,0,0
3086334,2017-12-24,2018-04-17,107.95,W,mastercard,debit,114.0,0,0
3332646,2018-03-09,2018-04-17,117.0,W,mastercard,credit,39.0,0,0
3411615,2018-04-04,2018-04-17,117.0,W,visa,debit,13.0,0,0
3093493,2017-12-25,2018-04-17,150.0,H,visa,credit,113.0,0,0
3138498,2018-01-06,2018-04-17,59.0,W,mastercard,debit,101.0,0,0
3447723,2018-04-16,2018-04-17,48.95,W,visa,debit,1.0,0,0
3256026,2018-02-14,2018-04-17,49.0,W,visa,debit,62.0,0,0
2994125,2017-12-03,2018-04-17,500.0,W,visa,debit,135.0,0,0
3387731,2018-03-27,2018-04-17,335.0,W,visa,debit,21.0,0,0
3052361,2017-12-17,2018-04-17,100.0,H,visa,credit,121.0,0,0
3252736,2018-02-13,2018-04-17,57.95,W,visa,debit,63.0,0,0
3010125,2017-12-07,2018-04-17,44.0,W,visa,debit,131.0,0,0
3444202,2018-04-15,2018-04-17,39.0,W,visa,credit,2.0,0,0
3246803,2018-02-11,2018-04-17,117.0,W,visa,debit,65.0,0,0
3282765,2018-02-23,2018-04-17,59.0,W,visa,debit,53.0,0,0
3297393,2018-02-28,2018-04-17,30.95,W,visa,debit,48.0,0,0
3179875,2018-01-20,2018-04-17,44.5,W,visa,debit,87.0,0,0
3307116,2018-03-03,2018-04-17,59.0,W,visa,debit,45.0,0,0
3281233,2018-02-23,2018-04-17,47.95,W,visa,debit,53.0,0,0
3285645,2018-02-24,2018-04-17,107.95,W,visa,debit,52.0,0,0
3449907,2018-04-17,2018-04-17,34.0,W,visa,debit,0.0,0,0
3147973,2018-01-09,2018-04-17,29.85,C,mastercard,debit,98.0,0,0
3105286,2017-12-27,2018-04-17,652.0,W,visa,debit,111.0,0,0
3397358,2018-03-30,2018-04-17,21.026,C,mastercard,credit,18.0,0,0
3052188,2017-12-17,2018-04-17,24.0,W,visa,debit,121.0,0,0
3165243,2018-01-14,2018-04-17,49.0,W,visa,debit,93.0,0,0
3167945,2018-01-16,2018-04-17,107.95,W,visa,debit,91.0,0,0
3389532,2018-03-28,2018-04-17,584.0,W,visa,debit,20.0,0,0
3308888,2018-03-03,2018-04-17,36.95,W,mastercard,debit,45.0,0,0
3206351,2018-01-29,2018-04-17,113.0,W,mastercard,debit,78.0,0,0
3124315,2018-01-01,2018-04-17,37.49,W,visa,debit,105.0,0,0
3074947,2017-12-22,2018-04-17,50.0,R,mastercard,credit,116.0,0,0
3284720,2018-02-24,2018-04-17,311.95,W,mastercard,debit,52.0,0,0
3252333,2018-02-13,2018-04-17,39.0,W,visa,debit,63.0,0,0
3260215,2018-02-15,2018-04-17,57.95,W,visa,debit,61.0,0,0
3189464,2018-01-23,2018-04-17,39.0,W,visa,debit,84.0,0,0
3135308,2018-01-05,2018-04-17,47.95,W,visa,debit,102.0,0,0
3227676,2018-02-04,2018-04-17,44.0,W,visa,debit,72.0,0,0
3181866,2018-01-20,2018-04-17,59.0,W,mastercard,debit,87.0,0,0
3090479,2017-12-24,2018-04-17,42.559,C,visa,credit,114.0,0,0
3213961,2018-02-01,2018-04-17,335.0,W,visa,debit,75.0,0,0
3108342,2017-12-28,2018-04-17,34.0,W,mastercard,debit,110.0,0,0
3169289,2018-01-16,2018-04-17,213.0,W,mastercard,credit,91.0,0,0
3136405,2018-01-05,2018-04-17,23.845,C,visa,debit,102.0,0,0
3020643,2017-12-10,2018-04-17,59.0,W,visa,debit,128.0,0,0
3162018,2018-01-13,2018-04-17,59.0,W,mastercard,debit,94.0,0,0
3329541,2018-03-08,2018-04-17,1651.0,W,visa,credit,40.0,0,0
3071138,2017-12-21,2018-04-17,200.0,R,visa,debit,117.0,0,0
3243657,2018-02-10,2018-04-17,171.0,W,visa,debit,66.0,0,0
3380644,2018-03-25,2018-04-17,108.5,W,visa,debit,23.0,0,0
3033388,2017-12-13,2018-04-17,35.95,W,visa,debit,125.0,0,0
3101784,2017-12-26,2018-04-17,59.0,W,mastercard,debit,112.0,0,0
3244611,2018-02-10,2018-04-17,498.8,W,discover,credit,66.0,0,0
3184367,2018-01-21,2018-04-17,45.0,W,discover,credit,86.0,0,0
3092713,2017-12-25,2018-04-17,108.5,W,visa,debit,113.0,0,0
3012783,2017-12-08,2018-04-17,226.0,W,visa,debit,130.0,0,0
3079851,2017-12-23,2018-04-17,70.0,H,mastercard,debit,115.0,0,0
3128731,2018-01-03,2018-04-17,59.0,W,mastercard,debit,104.0,0,0
3120463,2017-12-31,2018-04-17,774.0,W,visa,debit,107.0,0,0
3219408,2018-02-02,2018-04-17,77.0,W,visa,credit,74.0,0,0
3428185,2018-04-09,2018-04-17,200.0,R,visa,credit,8.0,0,0
3022449,2017-12-10,2018-04-17,200.0,R,mastercard,credit,128.0,0,0
3403207,2018-04-01,2018-04-17,125.95,W,mastercard,debit,16.0,0,0
3407678,2018-04-03,2018-04-17,10.211,C,visa,debit,14.0,0,0
3135500,2018-01-05,2018-04-17,445.0,W,visa,debit,102.0,0,0
3002566,2017-12-05,2018-04-17,50.0,H,visa,debit,133.0,0,0
3181785,2018-01-20,2018-04-17,500.78,W,visa,credit,87.0,0,0
3061932,2017-12-20,2018-04-17,35.95,W,mastercard,debit,118.0,0,0
3408382,2018-04-03,2018-04-17,20.95,W,visa,debit,14.0,0,0
3278688,2018-02-22,2018-04-17,207.75,W,visa,debit,54.0,0,0
3353530,2018-03-16,2018-04-17,204.97,W,visa,debit,32.0,0,0
3371336,2018-03-22,2018-04-17,21.95,W,mastercard,debit,26.0,0,0
3179360,2018-01-19,2018-04-17,107.95,W,mastercard,debit,88.0,0,0
3263293,2018-02-16,2018-04-17,29.243,C,visa,debit,60.0,0,0
3332803,2018-03-09,2018-04-17,29.0,W,visa,debit,39.0,0,0
3333941,2018-03-09,2018-04-17,77.0,W,visa,debit,39.0,0,0
3326430,2018-03-07,2018-04-17,35.95,W,visa,debit,41.0,0,0
3234685,2018-02-07,2018-04-17,26.343,C,visa,debit,69.0,0,0
3201595,2018-01-27,2018-04-17,66.341,C,visa,debit,80.0,0,0
3145557,2018-01-08,2018-04-17,36.95,W,mastercard,debit,99.0,0,0
3249561,2018-02-12,2018-04-17,112.99,W,visa,debit,64.0,0,0
3325260,2018-03-07,2018-04-17,107.95,W,visa,debit,41.0,0,0
3106708,2017-12-27,2018-04-17,108.95,W,visa,credit,111.0,0,0
3017354,2017-12-09,2018-04-17,50.0,S,visa,credit,129.0,0,0
3282405,2018-02-23,2018-04-17,39.0,W,visa,credit,53.0,0,0
3388078,2018-03-27,2018-04-17,280.0,W,mastercard,credit,20.0,0,0
3014665,2017-12-09,2018-04-17,159.95,W,visa,debit,129.0,0,0
3200306,2018-01-27,2018-04-17,125.0,R,visa,credit,80.0,0,0
3332570,2018-03-09,2018-04-17,20.905,C,visa,credit,39.0,0,0
3331784,2018-03-09,2018-04-17,34.5,W,mastercard,debit,39.0,0,0
3365477,2018-03-20,2018-04-17,49.0,W,mastercard,debit,28.0,0,0
3424257,2018-04-07,2018-04-17,59.0,W,mastercard,credit,10.0,0,0
3132624,2018-01-04,2018-04-17,77.0,W,visa,debit,103.0,0,0
3218441,2018-02-02,2018-04-17,107.95,W,visa,debit,74.0,0,0
3073567,2017-12-22,2018-04-17,100.0,H,mastercard,credit,116.0,0,0
3066892,2017-12-20,2018-04-17,100.0,H,visa,debit,118.0,0,0
3019825,2017-12-10,2018-04-17,92.0,W,visa,debit,128.0,0,0
3433512,2018-04-11,2018-04-17,107.95,W,visa,debit,6.0,0,0
3081838,2017-12-23,2018-04-17,57.95,W,visa,debit,115.0,0,0
3185513,2018-01-21,2018-04-17,171.0,W,visa,debit,86.0,0,0
3275400,2018-02-21,2018-04-17,28.881,C,visa,debit,55.0,0,0
3351574,2018-03-15,2018-04-17,77.0,W,visa,debit,33.0,0,0
3002995,2017-12-05,2018-04-17,117.0,W,mastercard,credit,133.0,0,0
3366145,2018-03-20,2018-04-17,226.0,W,discover,credit,28.0,0,0
3330518,2018-03-08,2018-04-17,18.632,C,visa,debit,40.0,0,0
3366053,2018-03-20,2018-04-17,1442.35,W,visa,credit,28.0,0,0
3440785,2018-04-14,2018-04-17,209.95,W,mastercard,debit,3.0,0,0
3104726,2017-12-27,2018-04-17,24.253,C,mastercard,credit,111.0,0,0
3016666,2017-12-09,2018-04-17,50.0,S,discover,credit,129.0,0,0
3045800,2017-12-16,2018-04-17,300.0,R,visa,credit,122.0,0,0
3005643,2017-12-06,2018-04-17,135.95,W,mastercard,debit,132.0,0,0
3345517,2018-03-13,2018-04-17,89.5,W,visa,debit,35.0,0,0
3280401,2018-02-22,2018-04-17,108.95,W,mastercard,debit,54.0,0,0
3297693,2018-02-28,2018-04-17,117.0,W,mastercard,debit,48.0,0,0
3248191,2018-02-11,2018-04-17,445.0,W,mastercard,debit,65.0,0,0
3014306,2017-12-08,2018-04-17,100.0,W,visa,debit,130.0,0,0
3035869,2017-12-14,2018-04-17,59.0,W,mastercard,debit,124.0,0,0
3366959,2018-03-20,2018-04-17,445.0,W,mastercard,debit,28.0,0,1
3242320,2018-02-09,2018-04-17,17.749,C,visa,credit,23.0,1,1
3312169,2018-03-03,2018-04-17,49.0,W,visa,debit,45.0,0,0
3250345,2018-02-12,2018-04-17,30.21,C,visa,credit,64.0,0,0
3113569,2017-12-29,2018-04-17,92.0,W,visa,debit,109.0,0,0
3101552,2017-12-26,2018-04-17,100.0,R,visa,debit,112.0,0,0
3291679,2018-02-26,2018-04-17,57.95,W,visa,debit,50.0,0,0
3031517,2017-12-13,2018-04-17,300.0,H,visa,debit,14.3,1,1
3421535,2018-04-07,2018-04-17,7.685,C,visa,credit,10.0,0,0
3003186,2017-12-06,2018-04-17,100.0,W,visa,debit,132.0,0,0
3094309,2017-12-25,2018-04-17,25.0,H,visa,debit,113.0,0,0
3026407,2017-12-12,2018-04-17,25.419,C,visa,credit,126.0,0,0
3288563,2018-02-25,2018-04-17,47.95,W,mastercard,debit,51.0,0,0
3138330,2018-01-06,2018-04-17,28.217,C,mastercard,credit,101.0,0,0
3263587,2018-02-16,2018-04-17,150.0,R,american express,credit,60.0,0,0
3148595,2018-01-09,2018-04-17,57.95,W,visa,debit,98.0,0,0
3223203,2018-02-03,2018-04-17,78.97,W,mastercard,debit,73.0,0,0
3334183,2018-03-09,2018-04-17,57.95,W,visa,debit,39.0,0,0
3313836,2018-03-04,2018-04-17,49.0,W,mastercard,debit,44.0,0,0
3355045,2018-03-16,2018-04-17,35.346,C,visa,debit,32.0,0,0
3347573,2018-03-14,2018-04-17,164.97,W,mastercard,credit,34.0,0,0
3239170,2018-02-08,2018-04-17,29.0,W,visa,debit,68.0,0,0
3317617,2018-03-04,2018-04-17,47.95,W,visa,debit,44.0,0,0
3030858,2017-12-13,2018-04-17,200.0,H,mastercard,credit,125.0,0,0
3178772,2018-01-19,2018-04-17,900.0,R,visa,credit,88.0,0,0
3012469,2017-12-08,2018-04-17,54.5,W,mastercard,debit,130.0,0,0
3324752,2018-03-07,2018-04-17,107.95,W,mastercard,debit,41.0,0,0
3232597,2018-02-06,2018-04-17,58.95,W,visa,debit,70.0,0,0
3320194,2018-03-05,2018-04-17,151.0,W,visa,debit,43.0,0,0
3354926,2018-03-16,2018-04-17,35.044,C,mastercard,debit,32.0,0,0
3187647,2018-01-22,2018-04-17,39.0,W,mastercard,credit,85.0,0,0
2996578,2017-12-04,2018-04-17,25.0,W,visa,debit,134.0,0,0
3275486,2018-02-21,2018-04-17,25.95,W,visa,debit,55.0,0,0
3277816,2018-02-21,2018-04-17,117.0,W,visa,debit,55.0,0,0
3307213,2018-03-03,2018-04-17,30.0,H,mastercard,debit,45.0,0,0
3364894,2018-03-20,2018-04-17,47.95,W,visa,debit,28.0,0,0
3073389,2017-12-22,2018-04-17,75.0,R,visa,credit,116.0,0,0
3223358,2018-02-03,2018-04-17,88.213,C,visa,credit,73.0,0,0
3268868,2018-02-18,2018-04-17,171.0,W,visa,debit,58.0,0,0
3179967,2018-01-20,2018-04-17,6.063,C,visa,debit,87.0,0,0
3350351,2018-03-15,2018-04-17,57.95,W,mastercard,debit,33.0,0,0
3119333,2017-12-31,2018-04-17,82.95,W,visa,debit,107.0,0,0
3420380,2018-04-06,2018-04-17,57.95,W,visa,debit,11.0,0,0
3321838,2018-03-06,2018-04-17,82.95,W,mastercard,debit,42.0,0,0
3117042,2017-12-30,2018-04-17,50.0,R,american express,credit,108.0,0,0
3423465,2018-04-07,2018-04-17,39.0,W,mastercard,debit,10.0,0,0
3081761,2017-12-23,2018-04-17,25.0,H,mastercard,debit,115.0,0,0
3094876,2017-12-25,2018-04-17,50.0,R,visa,debit,113.0,0,0
3108696,2017-12-28,2018-04-17,59.0,W,visa,debit,110.0,0,0
3017319,2017-12-09,2018-04-17,100.0,H,visa,credit,129.0,0,0
3077423,2017-12-22,2018-04-17,75.0,R,visa,debit,116.0,0,0
3291914,2018-02-26,2018-04-17,117.0,W,visa,debit,50.0,0,0
3359943,2018-03-18,2018-04-17,68.95,W,visa,debit,30.0,0,0
3397838,2018-03-31,2018-04-17,34.258,C,visa,debit,16.1,1,1
3242994,2018-02-09,2018-04-17,129.95,W,visa,debit,67.0,0,0
3301089,2018-03-01,2018-04-17,226.0,W,,,31.3,1,1
3269565,2018-02-18,2018-04-17,150.0,R,mastercard,debit,58.0,0,0
3233275,2018-02-06,2018-04-17,55.0,W,visa,debit,70.0,0,0
3142616,2018-01-07,2018-04-17,724.0,W,visa,credit,19.6,1,1
3349503,2018-03-15,2018-04-17,34.0,W,visa,debit,3.3,1,1
3158274,2018-01-12,2018-04-17,59.0,W,mastercard,debit,95.0,0,0
3360674,2018-03-18,2018-04-17,59.0,W,visa,credit,30.0,0,0
3411568,2018-04-04,2018-04-17,107.95,W,visa,debit,13.0,0,0
3377299,2018-03-24,2018-04-17,87.95,W,visa,debit,24.0,0,0
3069996,2017-12-21,2018-04-17,146.0,W,mastercard,debit,117.0,0,0
3359421,2018-03-18,2018-04-17,25.0,W,mastercard,debit,30.0,0,0
3244251,2018-02-10,2018-04-17,30.95,W,mastercard,debit,66.0,0,0
3314896,2018-03-04,2018-04-17,1162.0,W,discover,credit,44.0,0,0
3121819,2018-01-01,2018-04-17,300.0,R,american express,credit,106.0,0,0
3354012,2018-03-16,2018-04-17,44.0,W,mastercard,debit,32.0,0,0
3175477,2018-01-18,2018-04-17,335.0,W,visa,debit,89.0,0,0
3380475,2018-03-25,2018-04-17,226.0,W,visa,credit,23.0,0,0
3210752,2018-01-31,2018-04-17,53.23,C,mastercard,credit,76.0,0,0
3232566,2018-02-06,2018-04-17,226.0,W,visa,debit,70.0,0,0
3002101,2017-12-05,2018-04-17,33.714,C,visa,credit,133.0,0,0
3164026,2018-01-14,2018-04-17,117.0,W,visa,debit,93.0,0,0
3152719,2018-01-10,2018-04-17,171.0,W,visa,debit,97.0,0,0
3165232,2018-01-14,2018-04-17,47.95,W,visa,debit,93.0,0,0
3239599,2018-02-08,2018-04-17,39.0,W,mastercard,debit,68.0,0,0
3413609,2018-04-04,2018-04-17,161.0,W,visa,debit,13.0,0,0
3241203,2018-02-09,2018-04-17,119.97,W,mastercard,debit,67.0,0,0
3420293,2018-04-06,2018-04-17,108.5,W,visa,debit,11.0,0,0
3267626,2018-02-18,2018-04-17,214.0,W,visa,debit,58.0,0,0
3266739,2018-02-17,2018-04-17,44.952,C,mastercard,debit,59.0,0,0
3362403,2018-03-19,2018-04-17,70.691,C,visa,credit,29.0,0,1
3166565,2018-01-15,2018-04-17,92.0,W,visa,credit,92.0,0,0
3361471,2018-03-18,2018-04-17,12.408,C,visa,debit,30.0,0,0
3291897,2018-02-26,2018-04-17,47.369,C,mastercard,debit,50.0,0,0
3201210,2018-01-27,2018-04-17,17.97,W,mastercard,debit,80.0,0,0
3095727,2017-12-25,2018-04-17,75.0,H,american express,credit,113.0,0,0
3307155,2018-03-03,2018-04-17,559.0,W,visa,debit,45.0,0,0
3214698,2018-02-01,2018-04-17,150.0,H,visa,debit,31.0,1,1
3017265,2017-12-09,2018-04-17,26.352,C,visa,credit,129.0,0,0
3145061,2018-01-08,2018-04-17,200.0,H,visa,debit,99.0,0,0
3382277,2018-03-25,2018-04-17,49.0,W,visa,debit,23.0,0,0
3423369,2018-04-07,2018-04-17,159.95,W,visa,debit,10.0,0,0
3339749,2018-03-11,2018-04-17,107.95,W,visa,debit,37.0,0,0
3059300,2017-12-19,2018-04-17,150.0,H,visa,debit,119.0,0,0
3422467,2018-04-07,2018-04-17,213.0,W,mastercard,credit,10.0,0,0
3391563,2018-03-29,2018-04-17,161.0,W,visa,debit,19.0,0,0
3009398,2017-12-07,2018-04-17,49.0,W,mastercard,credit,15.5,1,1
3197911,2018-01-26,2018-04-17,35.95,W,mastercard,debit,81.0,0,0
3063433,2017-12-20,2018-04-17,57.95,W,visa,debit,118.0,0,0
3175211,2018-01-18,2018-04-17,171.0,W,visa,debit,89.0,0,0
3387144,2018-03-27,2018-04-17,35.95,W,visa,debit,21.0,0,0
3212091,2018-01-31,2018-04-17,59.0,W,mastercard,debit,76.0,0,0
2999759,2017-12-05,2018-04-17,100.0,H,mastercard,credit,133.0,0,0
3224886,2018-02-03,2018-04-17,77.0,W,visa,debit,73.0,0,0
3163052,2018-01-14,2018-04-17,65.95,W,visa,debit,93.0,0,0
3129291,2018-01-03,2018-04-17,117.0,W,visa,debit,104.0,0,0
3418906,2018-04-06,2018-04-17,117.0,W,visa,debit,11.0,0,0
3307502,2018-03-03,2018-04-17,11.963,C,visa,debit,45.0,0,0
3255736,2018-02-14,2018-04-17,25.135,C,visa,debit,62.0,0,0
3349479,2018-03-14,2018-04-17,92.0,W,visa,credit,33.0,0,0
3187552,2018-01-22,2018-04-17,47.95,W,mastercard,debit,85.0,0,0
3191044,2018-01-23,2018-04-17,49.0,W,visa,debit,84.0,0,0
3323261,2018-03-06,2018-04-17,68.95,W,visa,debit,3.5,1,1
3174769,2018-01-18,2018-04-17,20.0,S,visa,credit,89.0,0,0
3113637,2017-12-29,2018-04-17,100.0,W,visa,debit,109.0,0,0
3191547,2018-01-24,2018-04-17,450.0,H,mastercard,debit,30.1,1,1
3420980,2018-04-06,2018-04-17,59.0,W,mastercard,debit,11.0,0,0
3421195,2018-04-07,2018-04-17,335.0,W,visa,debit,10.0,0,0
3429822,2018-04-10,2018-04-17,15.95,W,visa,debit,7.0,0,0
3134724,2018-01-05,2018-04-17,117.0,W,mastercard,debit,102.0,0,0
3442524,2018-04-14,2018-04-17,335.0,W,visa,debit,3.0,0,0
3028480,2017-12-12,2018-04-17,400.0,S,visa,credit,126.0,0,0
3144059,2018-01-07,2018-04-17,49.0,W,visa,credit,100.0,0,0
3324568,2018-03-07,2018-04-17,34.5,W,visa,debit,41.0,0,0
3199272,2018-01-26,2018-04-17,29.0,W,mastercard,debit,81.0,0,0
3078753,2017-12-22,2018-04-17,78.95,W,mastercard,debit,116.0,0,0
3392796,2018-03-29,2018-04-17,25.95,W,visa,debit,19.0,0,0
3215412,2018-02-01,2018-04-17,10.0,W,mastercard,debit,75.0,0,0
3184254,2018-01-21,2018-04-17,75.0,R,visa,debit,86.0,0,0
3203913,2018-01-28,2018-04-17,100.0,R,mastercard,debit,79.0,0,0
3346351,2018-03-13,2018-04-17,554.0,W,visa,credit,35.0,0,0
3087076,2017-12-24,2018-04-17,171.0,W,visa,debit,114.0,0,0
3115210,2017-12-30,2018-04-17,69.96,C,visa,credit,108.0,0,0
3057894,2017-12-19,2018-04-17,125.0,R,discover,credit,119.0,0,0
3054987,2017-12-18,2018-04-17,200.0,R,visa,credit,120.0,0,0
3192968,2018-01-24,2018-04-17,171.0,W,visa,debit,83.0,0,0
3363719,2018-03-19,2018-04-17,57.95,W,visa,debit,29.0,0,0
3434191,2018-04-11,2018-04-17,35.95,W,mastercard,debit,6.0,0,0
3049803,2017-12-17,2018-04-17,82.961,C,visa,debit,121.0,0,0
3415199,2018-04-05,2018-04-17,209.95,W,mastercard,debit,12.0,0,0
3438126,2018-04-13,2018-04-17,49.0,W,visa,debit,4.0,0,0
3007788,2017-12-07,2018-04-17,54.5,W,visa,debit,131.0,0,0
3376388,2018-03-23,2018-04-17,57.95,W,visa,credit,25.0,0,0
3009027,2017-12-07,2018-04-17,24.893,C,visa,debit,131.0,0,0
3361723,2018-03-19,2018-04-17,54.378,C,visa,debit,29.0,0,1
3296593,2018-02-28,2018-04-17,160.5,W,mastercard,debit,48.0,0,0
3080214,2017-12-23,2018-04-17,169.971,C,mastercard,debit,115.0,0,0
3107237,2017-12-28,2018-04-17,209.95,W,visa,debit,110.0,0,0
3323175,2018-03-06,2018-04-17,49.0,W,mastercard,debit,42.0,0,0
3357673,2018-03-17,2018-04-17,77.95,W,mastercard,debit,31.0,0,0
3238938,2018-02-08,2018-04-17,103.0,W,mastercard,credit,68.0,0,0
3241162,2018-02-09,2018-04-17,25.95,W,mastercard,debit,67.0,0,0
3016112,2017-12-09,2018-04-17,29.0,W,visa,debit,129.0,0,0
3037442,2017-12-14,2018-04-17,117.0,W,visa,debit,124.0,0,0
3162531,2018-01-13,2018-04-17,39.0,W,mastercard,debit,94.0,0,0
3342178,2018-03-12,2018-04-17,29.95,W,visa,debit,36.0,0,0
3415678,2018-04-05,2018-04-17,49.0,W,visa,debit,12.0,0,0
2987450,2017-12-02,2018-04-17,15.0,W,visa,debit,136.0,0,0
3329262,2018-03-08,2018-04-17,108.5,W,visa,debit,40.0,0,0
3328398,2018-03-08,2018-04-17,213.0,W,mastercard,debit,40.0,0,0
3444551,2018-04-15,2018-04-17,47.95,W,visa,debit,2.0,0,0
3376503,2018-03-23,2018-04-17,20.95,W,mastercard,debit,25.0,0,0
3280539,2018-02-22,2018-04-17,28.639,C,mastercard,credit,54.0,0,0
3273904,2018-02-20,2018-04-17,226.0,W,visa,debit,56.0,0,0
3161987,2018-01-13,2018-04-17,171.0,W,mastercard,debit,94.0,0,0
3166027,2018-01-15,2018-04-17,300.0,R,visa,credit,58.1,1,1
3344057,2018-03-13,2018-04-17,108.95,W,visa,debit,35.0,0,0
3185473,2018-01-21,2018-04-17,97.95,W,visa,debit,86.0,0,0
3385150,2018-03-27,2018-04-17,59.0,W,mastercard,credit,21.0,0,0
3102999,2017-12-26,2018-04-17,20.988,C,visa,credit,112.0,0,0
3083989,2017-12-23,2018-04-17,100.0,H,visa,debit,115.0,0,0
3212508,2018-01-31,2018-04-17,57.95,W,visa,debit,76.0,0,0
3367622,2018-03-21,2018-04-17,44.47,W,mastercard,credit,27.0,0,0
3285754,2018-02-24,2018-04-17,59.0,W,visa,debit,52.0,0,0
3310526,2018-03-03,2018-04-17,53.97,W,visa,debit,45.0,0,0
3136528,2018-01-05,2018-04-17,49.0,W,visa,debit,102.0,0,0
3196482,2018-01-25,2018-04-17,171.0,W,visa,debit,82.0,0,0
3408894,2018-04-03,2018-04-17,171.0,W,mastercard,debit,14.0,0,0
3426299,2018-04-08,2018-04-17,26.95,W,mastercard,debit,9.0,0,0
3252379,2018-02-13,2018-04-17,30.0,H,visa,debit,63.0,0,0
3106072,2017-12-27,2018-04-17,25.0,H,visa,debit,111.0,0,0
3235325,2018-02-07,2018-04-17,107.95,W,visa,debit,69.0,0,0
3201474,2018-01-27,2018-04-17,107.95,W,visa,debit,80.0,0,0
3116379,2017-12-30,2018-04-17,130.8,W,visa,debit,108.0,0,0
3230972,2018-02-05,2018-04-17,51.95,W,visa,debit,71.0,0,0
3254773,2018-02-13,2018-04-17,35.95,W,visa,debit,63.0,0,0
3184490,2018-01-21,2018-04-17,97.95,W,visa,debit,86.0,0,0
3193074,2018-01-24,2018-04-17,59.0,W,visa,credit,83.0,0,0
3107703,2017-12-28,2018-04-17,76.023,C,visa,debit,110.0,0,0
3372079,2018-03-22,2018-04-17,171.0,W,visa,debit,26.0,0,0
3025990,2017-12-12,2018-04-17,15.95,W,mastercard,debit,126.0,0,0
3312684,2018-03-03,2018-04-17,112.99,W,visa,debit,45.0,0,0
3381042,2018-03-25,2018-04-17,117.0,W,visa,debit,23.0,0,0
3068167,2017-12-21,2018-04-17,36.321,C,visa,debit,117.0,0,0
3237984,2018-02-08,2018-04-17,226.0,W,visa,credit,68.0,0,0
3260207,2018-02-15,2018-04-17,57.95,W,visa,credit,61.0,0,0
3450014,2018-04-17,2018-04-17,400.0,R,mastercard,credit,0.0,0,0
3305699,2018-03-02,2018-04-17,171.0,W,visa,debit,46.0,0,0
3113920,2017-12-30,2018-04-17,24.0,W,visa,debit,108.0,0,0
3096558,2017-12-25,2018-04-17,600.0,R,mastercard,credit,113.0,0,0
3111285,2017-12-29,2018-04-17,689.95,W,visa,debit,109.0,0,0
3342775,2018-03-12,2018-04-17,48.95,W,visa,debit,36.0,0,0
3223987,2018-02-03,2018-04-17,40.602,C,mastercard,credit,73.0,0,0
3359286,2018-03-18,2018-04-17,150.0,R,visa,debit,30.0,0,0
3018753,2017-12-10,2018-04-17,409.95,W,mastercard,credit,128.0,0,0
3319978,2018-03-05,2018-04-17,107.95,W,visa,debit,43.0,0,0
3259566,2018-02-15,2018-04-17,1643.0,W,visa,debit,61.0,0,0
3153690,2018-01-11,2018-04-17,141.0,W,mastercard,debit,96.0,0,0
3299561,2018-02-28,2018-04-17,255.0,W,mastercard,debit,48.0,0,0
3318713,2018-03-05,2018-04-17,107.95,W,mastercard,debit,43.0,0,0
3231750,2018-02-06,2018-04-17,117.0,W,mastercard,credit,70.0,0,0
3043354,2017-12-16,2018-04-17,200.0,R,visa,credit,122.0,0,0
3218486,2018-02-02,2018-04-17,43.97,W,mastercard,debit,74.0,0,0
3308384,2018-03-03,2018-04-17,411.95,W,visa,debit,45.0,0,0
3316836,2018-03-04,2018-04-17,265.0,W,visa,debit,44.0,0,0
3273936,2018-02-20,2018-04-17,75.0,S,mastercard,credit,56.0,0,0
3387148,2018-03-27,2018-04-17,171.0,W,visa,debit,21.0,0,0
3314098,2018-03-04,2018-04-17,47.95,W,mastercard,credit,44.0,0,0
3087133,2017-12-24,2018-04-17,55.0,W,mastercard,debit,114.0,0,0
3440435,2018-04-14,2018-04-17,112.0,W,visa,debit,3.0,0,0
